verdict33665	   1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Marburg vom 25-11-2004 im Ausspruch über die Gesamtstrafe aufgehoben.	revisionsErfolg
verdict59813	 Auf die Revision des Beklagten wird das Urteil des 17_ Zivilsenats des Oberlandesgerichts Karlsruhe vom 15-2-2011 aufgehoben.	revisionsErfolg
verdict59814	 Auf die Rechtsbeschwerde der Betroffenen wird der Beschluss der 1_ Zivilkammer des Landgerichts Bad Kreuznach vom 8-11-2011 aufgehoben, soweit darin die Beschwerde der Betroffenen gegen den Beschluss des Amtsgerichts Simmern vom 23-8-2011 zurückgewiesen worden ist.	revisionsErfolg
verdict45637	  Die Revision des Angeklagten gegen das Urteil des Landgerichts Stuttgart vom 23-4-2008 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict18029	 Auf die Revision des Klägers wird das Urteil des 1_ Zivilsenats des Oberlandesgerichts Bamberg vom 9-3-2000 im Kostenpunkt und insoweit aufgehoben, als die Berufung des Klägers gegen das Urteil der 1_ Zivilkammer des Landgerichts Schweinfurt vom 31-8-1999 hinsichtlich der Beklagten zu 1) zurückgewiesen worden ist.	revisionsErfolg
verdict56788	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Essen vom 2-12-2010 im Rechtsfolgenausspruch dahin geändert, dass die Anordnung, vor der Unterbringung des Angeklagten in einer Entziehungsanstalt drei Monate der Freiheitsstrafen zu vollziehen, entfällt.	revisionsErfolg
verdict23840	 Die Revision der Beklagten gegen das Urteil des 2_ Zivilsenats des Oberlandesgerichts Celle vom 9-6-1999 wird nicht angenommen.	revisionsMisserfolg
verdict47831	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Hanau vom 7-11-2008 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat.	revisionsMisserfolg
verdict71943	 Die Anhörungsrüge gegen den Beschluss des Senats vom 10-4-2015 wird zurückgewiesen.	revisionsMisserfolg
verdict22514	 Auf die Revision der Beklagten wird das Urteil des 5_ Zivilsenats des Schleswig-Holsteinischen Oberlandesgerichts in Schleswig vom 28-5-1998 aufgehoben.	revisionsErfolg
verdict80419	 Die Revisionen der Angeklagten gegen das Urteil des Landgerichts München I vom 24-5-2016 werden als unbegründet verworfen (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict22996	 Auf die Rechtsmittel des Klägers werden das Urteil des 6_ Zivilsenats des Oberlandesgerichts Oldenburg vom 18-12-1998 und das Urteil der 7_ Zivilkammer des Landgerichts Oldenburg vom 30-6-1998 unter Zurückweisung der Berufung des Beklagten zu 2 teilweise geändert.	revisionsErfolg
verdict20333	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Darmstadt vom 10-1-2000 mit den Feststellungen aufgehoben a) soweit der Angeklagte wegen fahrlässiger Trunkenheit im Verkehr verurteilt worden ist, b) im Ausspruch über die Gesamtstrafe, c) im Maßregelausspruch.	revisionsErfolg
verdict32339	 Die Beschwerde der Beklagten gegen die Nichtzulassung der Revision in dem Urteil des 18_ Zivilsenats des Oberlandesgerichts Dresden vom 25-6-2004 wird zurückgewiesen.	revisionsMisserfolg
verdict66579	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Berlin vom 17-6-2013 wird nach § 349 Abs_ 2 StPO als unbegründet verworfen.	revisionsMisserfolg
verdict29146	 Das Ablehnungsgesuch des Antragstellers gegen Frau Vorsitzende Richterin am Bundesgerichtshof Dr_ Rissing-van Saan wird als unzulässig verworfen.	revisionsMisserfolg
verdict64398	 1_ Auf die Revision der Angeklagten wird das Urteil des Landgerichts Köln vom 8-2-2012 mit den Feststellungen aufgehoben.	revisionsErfolg
verdict32341	  Die Revision des Angeklagten gegen das Urteil des Landgerichts Mosbach vom 23-9-2004 wird mit der Maßgabe als unbegründet verworfen, daß die Anordnung des Ersatzverfalls eines Betrages von 9.	revisionsMisserfolg
verdict36702	 Die Beschwerde gegen die Nichtzulassung der Revision im Urteil des 19_ Zivilsenats des Kammergerichts in Berlin vom 7-11-2002 wird auf Kosten des Klägers zurückgewiesen.	revisionsMisserfolg
verdict28291	  Die Revision der Angeklagten gegen das Urteil des Landgerichts Frankfurt am Main vom 21-2-2003 und ihre Beschwerde gegen den Bewährungsbeschluß vom 21-2-2003 werden als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil der Angeklagten ergeben hat und der Bewährungsbeschluß dem Gesetz entspricht.	revisionsMisserfolg
verdict77250	   Die Revision der Staatsanwaltschaft gegen das Urteil des Landgerichts Aachen vom 17-3-2016 wird verworfen.	revisionsMisserfolg
verdict54114	  Auf die Revision des Angeklagten wird das Urteil des Landgerichts Gießen vom 13-4-2010 mit den Feststellungen aufgehoben.	revisionsErfolg
verdict54596	 Auf die Revision der Klägerin wird das Urteil des 13_ Senats für Familiensachen des Oberlandesgerichts Hamm vom 9-10-2009 aufgehoben.	revisionsErfolg
verdict57621	  Die Revision des Angeklagten gegen das Urteil des Landgerichts Berlin vom 22-3-2011 wird nach § 349 Abs_ 2 StPO als unbegründet verworfen.	revisionsMisserfolg
verdict23839	 Die Revision des Beklagten gegen das Urteil des 8_ Zivilsenats des Oberlandesgerichts Köln vom 23-11-1998 wird nicht angenommen.	revisionsMisserfolg
verdict44771	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Duisburg vom 22-10-2007 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat Der Beschwerdeführer hat die Kosten des Rechtsmittels zu tragen.	revisionsMisserfolg
verdict21212	 Die Hauptsache ist erledigt.	irrelevant
verdict65230	 Der Antrag auf Ergänzung des Senatsbeschlusses vom 12-6-2013 wird abgelehnt.	revisionsMisserfolg
verdict43445	 Die Revision gegen das Urteil des 20_ Zivilsenats des Oberlandesgerichts Düsseldorf vom 30-8-2005 wird auf Kosten des Beklagten zurückgewiesen.	revisionsMisserfolg
verdict44770	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Itzehoe vom 28-2-2008 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict75081	  Die Revision des Angeklagten gegen das Urteil des Landgerichts Duisburg vom 20-1-2016 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO); jedoch wird der Strafausspruch dahin geändert, dass der Angeklagte zu einer Freiheitsstrafe von sechs Jahren und sechs Monaten verurteilt ist.	revisionsMisserfolg
verdict33642	 Auf die Revision der Klägerin wird das Urteil des 5_ Zivilsenats des Oberlandesgerichts München vom 2-12-2003 aufgehoben.	revisionsErfolg
verdict79442	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Aachen vom 8-2-2017 im Maßregelausspruch mit den zugehörigen Feststellungen aufgehoben.	revisionsErfolg
verdict29170	 Der Vater des Klägers (Zedent) ist Eigentümer eines Grundstücks in B_ (N_ ), auf dem bis 1976 eine Tankstelle betrieben worden war; im Westteil des Grundstücks befanden sich im Eigentum des Zedenten stehende drei alte Erdtanks.	revisionsErfolg
verdict32798	 Die sofortige Beschwerde des Antragstellers gegen den Beschluß des 5_ Senats des Bayerischen Anwaltsgerichtshofs vom 15-9-2003 wird als unzulässig verworfen.	revisionsMisserfolg
verdict56765	 Die Revision gegen das Urteil des 6_ Zivilsenats des Oberlandesgerichts Frankfurt am Main vom 12-11-2009 wird auf Kosten der Klägerin zurückgewiesen.	revisionsMisserfolg
verdict51077	 Der Antrag auf Bewilligung von Prozesskostenhilfe für die Durchführung des Rechtsbeschwerdeverfahrens wird zurückgewiesen.	irrelevant
verdict78599	 Der den Angeklagten betreffende Haftbefehl des Amtsgerichts Augsburg vom 16-3-2015 wird aufgehoben.	revisionsErfolg
verdict46963	 Auf die Revision der Beklagten wird das Urteil der Zivilkammer 65 des Landgerichts Berlin vom 15-1-2008 aufgehoben.	revisionsErfolg
verdict19368	 Auf die Revision der Klägerin wird das Urteil des 14_ Zivilsenats des Kammergerichts in Berlin vom 28-3-2000 im Kostenpunkt und insoweit aufgehoben, als es der Berufung der Beklagten gegen das Urteil der Zivilkammer 21 des Landgerichts Berlin vom 12-11-1998 stattgegeben und die Klage wegen eines Betrages von 193.	revisionsErfolg
verdict71966	1 auf die hier verhängte Strafe angerechnet wird.	revisionsMisserfolg
verdict20356	 Der Antrag des Antragstellers auf Wiedereinsetzung in den vorigen Stand wegen Versäumung der Frist zur Einlegung der Revision gegen das Urteil des Landgerichts Passau vom 10-11-1995 wird verworfen.	revisionsMisserfolg
verdict23864	   Auf die Revision der Nebenkläger wird das Urteil des Landgerichts Duisburg vom 18-6-1999 mit den Feststellungen aufgehoben.	revisionsErfolg
verdict41275	 Die Rechtsbeschwerde gegen den Beschluss des 5_ Senats (Gebrauchsmuster-Beschwerdesenats) des Bundespatentgerichts vom 4-7-2006 wird auf Kosten der Antragsgegnerin mit der Maßgabe zurückgewiesen, dass an die Stelle der Löschung des deutschen Gebrauchsmusters 202 20 454 die Feststellung tritt, dass die Eintragung dieses Gebrauchsmusters unwirksam war.	revisionsMisserfolg
verdict67882	 Das Urteil des II_ Senats des Anwaltsgerichtshofs Berlin vom 11-12-2013 ist wirkungslos.	irrelevant
verdict64375	 Auf die Revision des Angeklagten wird das Urteil des Landgerichts Dessau-Roßlau vom 19-7-2012 mit den Feststellungen aufgehoben.	revisionsErfolg
verdict67400	 Auf die Revision der Klägerin wird das Urteil des Hanseatischen Oberlandesgerichts Hamburg - 3_ Zivilsenat - vom 5-4-2012 unter Zurückweisung des weitergehenden Rechtsmittels im Kostenpunkt und insoweit aufgehoben, als die Klage auch mit dem Klageantrag zu I 1 (Umpacken von "Micardis") abgewiesen worden ist.	revisionsErfolg
verdict31473	 Die Rechtsbeschwerde gegen den Beschluß des Oberlandesgerichts Düsseldorf vom 13-8-2003 wird auf Kosten der Beteiligten zurückgewiesen.	revisionsMisserfolg
verdict30147	  Die Revision des Angeklagten gegen das Urteil des Landgerichts Berlin vom 18-2-2004 wird nach § 349 Abs_ 2 StPO als unbegründet verworfen.	revisionsMisserfolg
verdict77273	 Die Beschwerde des Beschuldigten gegen den Haftbefehl des Ermittlungsrichters des Bundesgerichtshofs vom 17-11-2016 wird verworfen.	revisionsMisserfolg
verdict53246	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Berlin vom 18-2-2010 a) im Schuldspruch dahin geändert, dass der Angeklagte im Fall II_6_ der Urteilsgründe schuldig ist der Beleidigung in Tateinheit mit Bedrohung, sowie b) aufgehoben, soweit die im Urteil des Amtsgerichts Tiergarten vom 2-6-2009 angeordnete Einziehung aufrechterhalten worden ist.	revisionsErfolg
verdict47806	 Die Beschwerde gegen die Nichtzulassung der Revision in dem Urteil des 1_ Zivilsenats des Oberlandesgerichts Koblenz vom 29-11-2006 wird auf Kosten der Klägerinnen zurückgewiesen.	revisionsMisserfolg
verdict24707	 Die Beschwerde gegen die Nichtzulassung der Revision in dem Urteil des 3_ Zivilsenats des Oberlandesgerichts Koblenz vom 5-2-2002 wird auf Kosten der Klägerin zurückgewiesen.	revisionsMisserfolg
verdict70641	  Auf die Rechtsbeschwerde des Beteiligten zu 1 werden die Beschlüsse des Oberlandesgerichts Karlsruhe vom 6-12-2012 und des Grundbuchamts Freudenberg vom 8-3-2012 aufgehoben.	revisionsErfolg
verdict62182	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Frankfurt am Main vom 20-12-2011 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat.	revisionsMisserfolg
verdict42577	  Die Rechtsbeschwerde gegen den Beschluss des Oberlandesgerichts Rostock, 12_ Zivilsenat – Senat für Landwirtschaftssachen –, vom 31-7-2007 wird auf Kosten der Antragsgegnerin, die der Antragstellerin auch die außergerichtlichen Kosten des Rechtsbeschwerdeverfahrens zu erstatten hat, als unzulässig verworfen.	revisionsMisserfolg
verdict28267	  Die Rechtsbeschwerde der Kläger gegen den Beschluß des 8_ Zivilsenats des Brandenburgischen Oberlandesgerichts vom 6-11-2003 - 8 W 131/03 - wird als unzulässig verworfen.	revisionsMisserfolg
verdict80443	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Düsseldorf vom 30-1-2017 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict33618	 Auf die Revision der Klägerin wird das Urteil des Oberlandesgerichts Karlsruhe - 19_ Zivilsenat in Freiburg - vom 17-5-2001 aufgehoben.	revisionsErfolg
verdict30594	 Auf die Revision des Klägers wird das Urteil des 6_ Zivilsenats des Oberlandesgerichts München vom 13-9-2001 im Kostenpunkt und insoweit aufgehoben, als zum Nachteil des Klägers erkannt worden ist.	revisionsErfolg
verdict65206	 Auf die Revision des Klägers wird das Urteil der 3_ Zivilkammer des Landgerichts Limburg vom 10-8-2012 im Kostenpunkt und insoweit aufgehoben, als das Landgericht auf die Berufung der Beklagten die Klage auf Ersatz anteiligen Urlaubsentgelts in Höhe von 1178,30 € nebst Zinsen und die Klage auf Ersatz vorgerichtlicher Anwaltskosten in Höhe von 86,64 € nebst Zinsen abgewiesen hat.	revisionsErfolg
verdict55898	  Auf die Revision des Beklagten wird unter Zurückweisung seines weitergehenden Rechtsmittels das Urteil des 5_ Zivilsenats des Thüringer Oberlandesgerichts in Jena vom 6-5-2008 im Kostenpunkt und insoweit aufgehoben, als der Klage mit den Anträgen zu 1, 3 und 4 stattgegeben wurde.	revisionsErfolg
verdict44746	  Auf die Revision des Angeklagten wird das Urteil des Landgerichts Frankfurt (Oder) vom 20-12-2007 gemäß § 349 Abs_ 4 StPO mit den Feststellungen aufgehoben, soweit er verurteilt worden ist.	revisionsErfolg
verdict79466	 Auf die Revision des Angeklagten wird das Urteil des Landgerichts Itzehoe vom 28-2-2017 mit den zugehörigen Feststellungen im Rechtsfolgenausspruch aufgehoben.	revisionsErfolg
verdict51054	   Die Revision der Staatsanwaltschaft gegen das Urteil des Landgerichts Koblenz vom 17-6-2009 wird verworfen.	revisionsMisserfolg
verdict46940	  Die Beschwerde der Beklagten zu 3 gegen die Nichtzulassung der Revision in dem Urteil des 13_ Zivilsenats in Freiburg des Oberlandesgerichts Karlsruhe vom 14-3-2008 - 13 U 179/06 - wird zurückgewiesen.	revisionsMisserfolg
verdict72834	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Berlin vom 14-4-2015 wird nach § 349 Abs_ 2 StPO mit der Maßgabe (§ 349 Abs_ 4 StPO) als unbegründet verworfen, dass dieser unter Wegfall der Einbeziehung zu einer Freiheitsstrafe von drei Jahren und acht Monaten verurteilt ist.	revisionsMisserfolg
verdict71507	 Der Antrag des Klägers auf Zulassung der Berufung gegen das Urteil des 1_ Senats des Bayerischen Anwaltsgerichtshofs vom 9-2-2015 wird abgelehnt.	revisionsMisserfolg
verdict19308	 Auf die Rechtsmittel der Klägerin werden das Urteil des 6_ Zivilsenats des Oberlandesgerichts Bamberg vom 22-10-1999 aufgehoben und das Urteil der 2_ Zivilkammer des Landgerichts Coburg vom 10-3-1999 abgeändert.	revisionsErfolg
verdict29581	 Die Rechtsbeschwerde gegen den am 18-7-2002 an Verkündungs Statt zugestellten Beschluß des 25_ Senats (MarkenBeschwerdesenats) des Bundespatentgerichts wird auf Kosten der Markeninhaberin zurückgewiesen_ Der Gegenstandswert der Rechtsbeschwerde wird auf 50000 € festgesetzt.	revisionsMisserfolg
verdict78141	 Die Untersuchungshaft hat fortzudauern.	irrelevant
verdict67857	 Auf die Revision der Kläger wird das Urteil des 5_ Zivilsenats des Oberlandesgerichts Stuttgart vom 8-7-2013 aufgehoben.	revisionsErfolg
verdict35811	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Hagen vom 10-5-2005 mit den Feststellungen aufgehoben, a) soweit der Angeklagte wegen Sichverschaffens kinderpornographischer Schriften in Tateinheit mit sexuellem Missbrauch von Kindern in fünf Fällen verurteilt worden ist, b) in den Aussprüchen über die Gesamtstrafe und über die Einziehung des Dia-Projektors.	revisionsErfolg
verdict53223	 Die Gehörsrüge des Beklagten gegen den Senatsbeschluss vom 22-6-2010 wird zurückgewiesen.	revisionsMisserfolg
verdict71990	 Auf die Revision der Klägerseite wird das Urteil der 6_ Zivilkammer des Landgerichts Kleve vom 20-2-2014 aufgehoben und die Sache zur neuen Verhandlung und Entscheidung, auch über die Kosten des Revisionsverfahrens, an das Berufungsgericht zurückverwiesen.	revisionsMisserfolg
verdict56718	  Die Revision des Nebenklägers gegen das Urteil des Landgerichts Berlin vom 6-10-2010 wird verworfen.	revisionsMisserfolg
verdict39383	  1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Bielefeld vom 1-9-2006 aufgehoben, soweit die Unterbringung des Angeklagten in einer Entziehungsanstalt angeordnet worden ist.	revisionsErfolg
verdict51029	  Auf die Revision des Klägers wird das Urteil des 17_ Zivilsenats des Oberlandesgerichts Karlsruhe vom 3-3-2009 im Kostenpunkt und insoweit aufgehoben, als das Berufungsgericht die Berufung des Klägers gegen die Abweisung der Zahlungsklage in Höhe von weiteren 12667,77 € nebst Zinsen zurückgewiesen und stattdessen dem Hilfsantrag auf Feststellung der Schadensersatzverpflichtung der Beklagten hinsichtlich der von ihr verursachten steuerlichen Belastungen des Klägers stattgegeben hat.	revisionsErfolg
verdict68702	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Essen vom 10-3-2014 im Schuldspruch dahingehend geändert, dass der Angeklagte des Diebstahls und der gefährlichen Körperverletzung in Tateinheit mit versuchter Nötigung schuldig ist.	revisionsErfolg
verdict65676	 Auf die Revision des Klägers wird das Urteil des 15_ Zivilsenats in Kassel des Oberlandesgerichts Frankfurt am Main vom 3-2-2011 aufgehoben.	revisionsErfolg
verdict30569	 Auf die Revision der Klägerin wird das Urteil der Zivilkammer 55 des Landgerichts Berlin vom 20-5-2003 aufgehoben.	revisionsErfolg
verdict68701	 Die Beklagten haben die Kosten des Rechtsstreits zu tragen.	irrelevant
verdict80466	 Auf die Revision der Staatsanwaltschaft wird das Urteil des Landgerichts Leipzig vom 16-5-2017 mit den zugehörigen Feststellungen aufgehoben, soweit von der Anordnung der Sicherungsverwahrung abgesehen worden ist.	revisionsErfolg
verdict32751	 Die Revision der Klägerin gegen das Urteil der Zivilkammer 67 des Landgerichts Berlin vom 4-3-2004 wird zurückgewiesen.	revisionsMisserfolg
verdict55874	  Das Urteil des Senats vom 2-11-2010 in dieser Sache enthält ein offensichtliches Fassungsversehen.	irrelevant
verdict39384	  Die Revision der Staatsanwaltschaft gegen das Urteil des Landgerichts Göttingen vom 4-9-2006 wird verworfen.	revisionsMisserfolg
verdict72857	 Die Nichtzulassungsbeschwerde gegen den die Berufung zurückweisenden Beschluss des 2_ Zivilsenats des Oberlandesgerichts Koblenz vom 3-4-2014 wird auf Kosten des Klägers zurückgewiesen.	revisionsMisserfolg
verdict63001	 Auf Antrag des Klägers wird die Berufung gegen das auf Grund der mündlichen Verhandlung vom 23-4-2012 ergangene Urteil des I_ Senats des Anwaltsgerichtshofs in der Freien und Hansestadt Hamburg zugelassen.	revisionsErfolg
verdict31425	 Die Revision gegen das Urteil des 12_ Zivilsenats des Oberlandesgerichts Karlsruhe vom 7-11-2002 wird auf Kosten der Klägerin zurückgewiesen.	revisionsMisserfolg
verdict63484	 Die Klägerin hat die Kosten des Berufungsverfahrens und des Verfahrens über die Nichtzulassungsbeschwerde zu tragen.	revisionsMisserfolg
verdict40384	 In II_ 4_ Buchst_ b wird die Wendung "zu dem in Art_ 13 Abs_ 1 der Richtlinie genannten Zeitpunkt" ersetzt durch die Wendung "am 1-7-1995".	irrelevant
verdict26098	 Die Beschwerde des Klägers gegen die Nichtzulassung der Revision in dem Urteil des Hanseatischen Oberlandesgerichts Hamburg, 1_ Zivilsenat, vom 27-9-2002 - 1 U 132/99 - wird zurückgewiesen.	revisionsMisserfolg
verdict66508	  1_ Auf die Revisionen der Angeklagten H_ , K_    Y_   und L_   wird das Urteil des Landgerichts Halle vom 29-11-2012 in den jeweiligen Aussprüchen über die Gesamtstrafe mit den zugehörigen Feststellungen mit der Maßgabe aufgehoben, dass eine nachträgliche gerichtliche Entscheidung über die Gesamtstrafe nach §§ 460, 462 StPO zu treffen ist.	revisionsErfolg
verdict78164	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Bielefeld vom 3-8-2016 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict64327	  Auf die Revision des Angeklagten wird das Urteil des Landgerichts Dresden vom 30-7-2012 im Maßregelausspruch mit den zugehörigen Feststellungen aufgehoben.	revisionsErfolg
verdict52355	  Die Revision des Angeklagten gegen das Urteil des Landgerichts Duisburg vom 17-12-2009 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO); jedoch wird der Schuldspruch dahin klargestellt, dass der Angeklagte der besonders schweren räuberischen Erpressung schuldig ist (vgl_ BGHR StPO § 260 Abs_ 4 Satz 1 Urteilsformel 4; BGH NStZ-RR 2008, 342).	revisionsMisserfolg
verdict23816	 Die Revision des Klägers gegen das Urteil des 31_ Zivilsenats des Oberlandesgerichts Hamm vom 15-6-1998 wird nicht angenommen.	revisionsMisserfolg
verdict21635	 Auf die Revision der Beklagten wird, unter Verwerfung, im übrigen unter Zurückweisung der Anschlußrevision der Klägerin, das Urteil des 27_ Zivilsenats des Kammergerichts in Berlin vom 25-1-2001 im Kostenpunkt und insoweit aufgehoben, als die Beklagten als Gesamtschuldner zur Zahlung von mehr als 2.	revisionsErfolg
verdict46915	  Die Revision des Angeklagten gegen das Urteil des Landgerichts Bremen vom 9-5-2008 wird nach § 349 Abs_ 2 StPO als unbegründet verworfen.	revisionsMisserfolg
verdict46576	 1_ Auf die Revision des Angeklagten gegen das Urteil des Landgerichts Nürnberg-Fürth vom 12-6-2008 wird a) das Verfahren eingestellt, soweit der Angeklagte wegen Verwendens von Kennzeichen verfassungswidriger Organisationen verurteilt worden ist; im Umfang der Einstellung fallen die Kosten des Verfahrens und die notwendigen Auslagen des Angeklagten der Staatskasse zur Last, b) das vorgenannte Urteil dahin geändert, dass der Angeklagte wegen gefährlicher Körperverletzung und versuchter Körperverletzung zu einer Gesamtfreiheitsstrafe von zwei Jahren und fünf Monaten verurteilt wird.	revisionsErfolg
verdict68362	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Bielefeld vom 9-12-2013, soweit es ihn betrifft, im Strafausspruch mit den zugehörigen Feststellungen aufgehoben.	revisionsErfolg
verdict80806	 Die Anhörungsrüge gegen das Senatsurteil vom 18-5-2017 wird auf Kosten der Beklagten zurückgewiesen.	revisionsMisserfolg
verdict23453	 Auf die Revision des Beklagten wird das Urteil des 3_ Zivilsenats des Oberlandesgerichts Dresden vom 24-9-1999 aufgehoben.	revisionsErfolg
verdict77636	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Detmold vom 12-8-2016 im Ausspruch über die Gesamtstrafe mit den zugehörigen Feststellungen aufgehoben.	revisionsErfolg
verdict27815	 Die Anschlußrechtsbeschwerde des Klägers wird zurückgewiesen.	revisionsMisserfolg
verdict49601	  1 Das Landgericht hat den Angeklagten wegen versuchten Betruges in Tateinheit mit Urkundenfälschung, Widerstandes gegen Vollstreckungsbeamte und gewerbsmäßiger Geldfälschung zu einer Gesamtfreiheitsstrafe von fünf Jahren und neun Monaten verurteilt.	revisionsErfolg
verdict48757	 Die Rechtsbeschwerde gegen den Beschluss des 19_ Zivilsenats des Oberlandesgerichts Frankfurt am Main vom 19-12-2008 wird auf Kosten des Klägers als unzulässig verworfen.	revisionsMisserfolg
verdict51927	 Die Rechtsbeschwerde gegen den Beschluss der 3_ Zivilkammer des Landgerichts Kassel vom 8-1-2007 wird zurückgewiesen.	revisionsMisserfolg
verdict36774	 Auf die Revision des Beklagten wird das Urteil des 19_ Zivilsenats des Oberlandesgerichts München vom 8-7-2004 aufgehoben.	revisionsErfolg
verdict61729	 Die Anhörungsrüge der Beklagten gegen den Beschluss des Senats vom 5-7-2012 wird als unzulässig verworfen.	revisionsMisserfolg
verdict58560	 Die Revision gegen das Urteil der 1_ Zivilkammer des Landgerichts Bamberg vom 5-4-2011 wird auf Kosten des Beklagten zurückgewiesen.	revisionsMisserfolg
verdict73285	  1_ Auf die Revision des Angeklagten B_ wird das Urteil des Landgerichts Chemnitz vom 29-4-2015 im Maßregelausspruch mit den zugehörigen Feststellungen aufgehoben (§ 349 Abs_ 4 StPO).	revisionsErfolg
verdict75467	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Kiel vom 8-1-2016 wird nach § 349 Abs_ 2 StPO als unbegründet verworfen.	revisionsMisserfolg
verdict57234	 Die Revision der Beklagten sowie die Anschlussrevision des Klägers gegen das Urteil des 4_ Zivilsenats des Brandenburgischen Oberlandesgerichts vom 28-7-2010 werden zurückgewiesen.	revisionsMisserfolg
verdict75466	 Auf die Revision des Angeklagten wird das Urteil des Landgerichts Lübeck vom 9-2-2016 im gesamten Rechtsfolgenausspruch mit den zugehörigen Feststellungen aufgehoben (§ 349 Abs_ 4 StPO).	revisionsErfolg
verdict24778	 1_ Der Antrag des Angeklagten vom 19-9-2002, ihm zur Antragsschrift des Generalbundesanwalts vom 8-8-2002 nachträglich rechtliches Gehör zu gewähren, wird zurückgewiesen.	revisionsMisserfolg
verdict25622	 Der Antrag der Beklagten, die Zwangsvollstreckung des Klägers aus dem für vorläufig vollstreckbar erklärten Urteil des Oberlandesgerichts Nürnberg vom 3-3-2000 ohne Sicherheitsleistung einstweilen einzustellen, wird zurückgewiesen.	revisionsMisserfolg
verdict79828	 Auf die Revision des Klägers wird das Urteil des Hanseatischen Oberlandesgerichts Hamburg - 8_ Zivilsenat - vom 14-4-2016 in der Fassung des Berichtigungsbeschlusses vom 18-5-2016 aufgehoben.	revisionsErfolg
verdict45251	  Die Revision des Angeklagten T_   L_ gegen das Urteil des Landgerichts Hamburg vom 7-3-2008 wird mit der Maßgabe (§ 349 Abs_ 4 StPO) nach § 349 Abs_ 2 StPO als unbegründet verworfen, dass der Angeklagte im Fall II_1.	revisionsMisserfolg
verdict69205	 Auf die Beschwerden des Gläubigers wird der Pfändungs- und Überweisungsbeschluss des Amtsgerichts - Vollstreckungsgerichts - Aalen vom 19-12-2012 unter Aufhebung des Beschlusses der 1_ Zivilkammer des Landgerichts Ellwangen vom 11-4-2013 teilweise abgeändert und der dem Schuldner pfändungsfrei zu belassende Betrag auf 900 € festgesetzt.	revisionsErfolg
verdict69687	 Auf die Rechtsmittel der weiteren Beteiligten zu 1 werden der Beschluss der 7_ Zivilkammer des Landgerichts Duisburg vom 25-2-2014 aufgehoben und die Beschlüsse des Amtsgerichts Duisburg vom 27-3-2013 und 15-11-2013 abgeändert.	revisionsErfolg
